skill_id,skill_name,category,proficiency_levels,related_careers,demand_level
9706,malware tools,Domain Skill,Intermediate,Information Security Analyst,0.42
9707,malware/forensic analysis,Domain Skill,Beginner,"Regional Solutions Architect, West Channel Sales",0.53
9708,mam,Domain Skill,Intermediate,Customer Solution Specialist (Machine Learning),0.51
9709,manage partner programs,Domain Skill,Beginner,"Director, Data Center",0.51
9710,manageability,Domain Skill,Beginner,Principal Enterprise Architect,0.48
9711,managed care,Domain Skill,Beginner," Manager, Data Governance and Integration DVACO,  BILLING DATABASE SPECIALIST",0.54
9712,managed care requirements,Domain Skill,Intermediate, Patient Account Liaison,0.42
9713,managed file transfer (mft) concepts,Domain Skill,Intermediate,Integration Consultant - Full Time - Entry Level,0.46
9714,managed file transfer products,Domain Skill,Beginner,Integration Consultant - Full Time - Entry Level,0.41
9715,managed services provider,Domain Skill,Beginner,Technical Specialist I,0.51
9716,management,Soft Skill,Expert, Manager I,0.61
9717,management and hosting,Soft Skill,Intermediate, Data Architect,0.78
9718,management coaching,Soft Skill,Intermediate, HR Business Partner,0.61
9719,management consulting,Soft Skill,Intermediate,CC - Consultant - CPR - New York,0.73
9720,management data systems proficiency,Soft Skill,Beginner," Director, Analytics BMG",0.73
9721,management engineering,Soft Skill,Beginner, Health Systems Engineer,0.68
9722,management information systems,Soft Skill,Expert, Data Analyst I,0.76
9723,management of cisco asa-based appliances,Soft Skill,Beginner,IT Support Administrator,0.7
9724,management of league regulations,Soft Skill,Beginner,Director of Youth Hockey Operations,0.79
9725,management of sports leagues,Soft Skill,Beginner, Ultimate Hoops League Coordinator,0.76
9726,management principles,Soft Skill,Expert,Manager IV,0.74
9727,management reporting,Soft Skill,Intermediate,Investment Analyst IV cc110,0.78
9728,managing,Domain Skill,Intermediate," Big Data Engineer - Strategic Analytics, Associate Solutions Consultant,  Network Administrator",0.57
9729,managing a client-facing team,Domain Skill,Intermediate, Manager of Customer Success,0.53
9730,managing and customizing services,Domain Skill,Beginner,"Brand Specialist, Ads, Google Technical Services",0.47
9731,managing applications,Domain Skill,Beginner," Senior Associate, Cloud Enablement",0.6
9732,managing campaigns through dsps,Domain Skill,Intermediate, Associate Display Planner,0.56
9733,managing cloud native deployments,Hard Skill,Expert, Cloud Infrastructure Architect,1.0
9734,managing data quality and data solutions,Domain Skill,Intermediate,Technical Data Analyst,0.55
9735,managing deadlines and deliverables,Domain Skill,Intermediate,"Technical Editor, Google Cloud",0.55
9736,managing domino servers,Domain Skill,Intermediate,Technical Architect,0.5
9737,managing hardware and software assets,Domain Skill,Beginner," IT Technical Support Consultant - Sunnyvale, CA",0.42
9738,managing lotus notes applications,Domain Skill,Intermediate,Technical Architect,0.44
9739,managing multiple,Domain Skill,Intermediate,Cyber Security Analyst,0.56
9740,managing multiple priorities,Domain Skill,Beginner,Manager IV,0.47
9741,managing product & service catalogues and punch-outs,Domain Skill,Beginner, Procurement Systems Administrator,0.54
9742,managing production sql environments,Hard Skill,Beginner,Sr. Database Administrator,0.62
9743,managing scrum cycles as a product owner,Hard Skill,Intermediate, Business Analyst 2571,0.75
9744,managing testing activities,Domain Skill,Intermediate, Quality Assurance Analyst,0.49
9745,managing user access,Domain Skill,Beginner, Oracle Database Administrator,0.57
9746,mangodb,Domain Skill,Beginner,Manager Data Analytics & Reporting,0.56
9747,manhattan scale),Domain Skill,Beginner,Senior Solutions Design Engineer,0.52
9748,manifest generation,Domain Skill,Intermediate,Warehousing Specialist 11 a.m. - 7 p.m.,0.58
9749,manifest preparation,Domain Skill,Intermediate," Collateral Analyst, Jr.",0.5
9750,manual & automation testing,Domain Skill,Beginner,ATSV-Product Test Architect,0.5
9751,manual software unit testing,Domain Skill,Intermediate, Software Test Engineer,0.45
9752,manufacturing,Domain Skill,Beginner," Mechanical Engineer II,  Quality Technologist",0.49
9753,manufacturing engineering,Domain Skill,Beginner,Manufacturing Engineer (Re-Entry),0.44
9754,manufacturing operations,Domain Skill,Beginner,Governance & Compliance Associate Principal Scientist,0.49
9755,manufacturing operations management,Soft Skill,Intermediate, Operation Manager Vehicle Manufacturing,0.7
9756,manufacturing planning,Domain Skill,Beginner,Inventory Data Analyst,0.49
9757,manufacturing procedures,Domain Skill,Intermediate,"Manufacturing Engineer, General Laborer",0.57
9758,manufacturing process improvement,Domain Skill,Beginner, MSAT Scientist,0.53
9759,manufacturing process instructions (mpi),Domain Skill,Beginner,Warehouse Associate II,0.44
9760,manufacturing process optimization,Domain Skill,Beginner,Quality & Commercialization Manager,0.54
9761,manufacturing process quality controls,Domain Skill,Beginner, Quality Technologist,0.45
9762,manufacturing processes,Domain Skill,Beginner," Analyst, Business Operations,  Quality Control Manager, Director, Technical Operations Strategy",0.52
9763,manufacturing processes and equipment,Domain Skill,Intermediate," Quality Control Manager - Houston, TX",0.57
9764,manufacturing quality engineering,Domain Skill,Beginner," Manager, Manufacturing Quality Engineering",0.46
9765,manuscript preparation,Domain Skill,Beginner,STOPS RESEARCH SCIENTIST 1,0.56
9766,map reduce,Domain Skill,Intermediate," Data Engineer,  Lead System Engineer for Big Data,  Hadoop Developer",0.53
9767,map-reduce style problems (hadoop,Domain Skill,Beginner, Data Engineer II,0.52
9768,map/reduce,Domain Skill,Beginner,"Manager of Data Analytics, Machine Learning/Hadoop Engineer",0.49
9769,mapbox,Domain Skill,Beginner, Sr. Web Developer,0.44
9770,mapping methodologies,Domain Skill,Beginner, Data Extraction Analyst,0.57
9771,mapping software (tableau),Hard Skill,Expert,Senior Solutions Design Engineer,0.62
9772,mapr,Domain Skill,Intermediate," Google Cloud Solutions Architect, Big Data Solution Architect",0.52
9773,mapr distribution of hadoop,Domain Skill,Beginner,Big Data Solutions Architect (Central Region),0.53
9774,mapreduce,Domain Skill,Intermediate," Senior Big Data Engineer,  Big Data Engineer and Hadoop Administrator,  Big Data Engineer - Strategic Analytics, Data Engineer (Python), Data Engineer - Conshohocken, PA,  Data Engineer, Big Data Software Engineer, Senior Associate, Big Data Solutions Architect (Central Region),  Big Data Engineer, Analyst - Data Operations,  Data Scientist, Data Scientist II,  Senior Machine Learning Engineer",0.6
9775,mapreduce concepts,Domain Skill,Beginner,Software Engineer- Big Data Developer,0.45
9776,mapreduce),Domain Skill,Intermediate,"Enterprise Software Engineer - Big Data,  Data Engineer - Operations",0.54
9777,mapreduce-based architectures,Domain Skill,Beginner, Deep Learning Engineer,0.55
9778,maps,Domain Skill,Beginner, Permitting Associate,0.54
9779,maql,Domain Skill,Beginner, Entry Level Analyst,0.51
9780,marathon,Domain Skill,Beginner,Data Warehouse Architect,0.56
9781,mariadb,Domain Skill,Intermediate,"Data Architect, Aftermarket Senior Database Administrator,  NoSQL Database Administrator",0.51
9782,mariadb),Domain Skill,Intermediate, Full Stack Software Engineer,0.54
9783,marimba components,Domain Skill,Intermediate,"senior systems administrator, Starbucks Technology - Seattle, WA",0.51
9784,marionette,Domain Skill,Beginner,Full Stack Software Engineer,0.5
9785,maritime domain awareness data analysis,Hard Skill,Beginner,Analyst - Maritime,1.0
9786,market analysis,Domain Skill,Beginner,"Business Intelligence Analyst,  Sales Business Analyst,  Business Analyst,  Product Manager I,  Senior Data Scientist,  Research Data Analyst, Account Manager, Travel, CC - Consultant - CPR - New York, Account Executive, Travel West, Investment Analyst IV cc110",0.44
9787,market and consumer analytics,Domain Skill,Intermediate, 2019 GDI&A Summer Intern,0.54
9788,market development,Domain Skill,Beginner,HSS Specialist,0.54
9789,market intelligence,Domain Skill,Intermediate," Technical Sales Rep – Artificial Lift Systems,  Sr. Analyst, Market Intelligence,  Manager, Business Insights and Analytics",0.46
9790,market knowledge,Domain Skill,Beginner, Field Consultant-Neuroscience-New England,0.5
9791,market launch,Domain Skill,Beginner,"Innovation Strategist, MRM//McCann",0.48
9792,market mapping,Domain Skill,Beginner,"Recruiter, FB+ AR/VR",0.51
9793,market metrics,Domain Skill,Intermediate,Data Engineer - Digital Wealth,0.45
9794,market modeling,Domain Skill,Beginner, Business Analyst,0.51
9795,market planning,Domain Skill,Beginner,RVP Cloud Sales,0.57
9796,market pricing,Domain Skill,Beginner,Consultant,0.54
9797,market research,Domain Skill,Intermediate,"Business Insights Analyst,  Trade & Business Development Financial Analyst, Business Strategy Analyst VIE (H/F), Marketing Research Analyst,  Market Intelligence Analyst -Bilingual Korean/English, Analyst, Consumer Insights,  Sr. Analyst, Market Intelligence,  Marketing Specialist - All Levels,  Enterprise Architect (Agile/ TOGAF/PMO), BI & Reporting: Data Architect / DBA, District Manager - can sit in Detroit MI, Cleveland or Columbus OH, Manager, Products - Data Scientist, UX Strategist,  Associate Data Product Manager,  Data Insights Manager, Manager, (Mixed Modeling, Analytics),  Amundsen Consulting, Associate Consultant, Strategy Insights & Planning Consultant, Health Ecosystems, Corporate Development Associate",0.4
9798,market research,Domain Skill,Beginner,"Business Insights Analyst,  Trade & Business Development Financial Analyst, Business Strategy Analyst VIE (H/F), Marketing Research Analyst,  Market Intelligence Analyst -Bilingual Korean/English, Analyst, Consumer Insights,  Sr. Analyst, Market Intelligence,  Marketing Specialist - All Levels,  Enterprise Architect (Agile/ TOGAF/PMO), BI & Reporting: Data Architect / DBA, District Manager - can sit in Detroit MI, Cleveland or Columbus OH, Manager, Products - Data Scientist, UX Strategist,  Associate Data Product Manager,  Data Insights Manager, Manager, (Mixed Modeling, Analytics),  Amundsen Consulting, Associate Consultant, Strategy Insights & Planning Consultant, Health Ecosystems, Corporate Development Associate",0.58
9799,market research analytics,Domain Skill,Beginner, Central Procurement Office Data Analyst,0.57
9800,market research and analysis,Domain Skill,Intermediate," Senior Product Manager, Data & Visualization",0.54
9801,market research data analysis,Hard Skill,Intermediate, Data Design Specialist,0.6
9802,market services to brand zones data center solution capabilities,Domain Skill,Intermediate,"Director, Data Center",0.55
9803,market sizing,Domain Skill,Intermediate,"Business Operations Analyst, Oculus",0.47
9804,market trend analysis,Domain Skill,Beginner, Data Analytics Specialist,0.56
9805,market trend understanding,Domain Skill,Beginner, Sales Representative-Houston TX Neuroscience Primary Care,0.47
9806,market trends analysis,Domain Skill,Beginner,"Product Manager, Voice Experiences,  Research Analyst",0.54
9807,market/industry research,Domain Skill,Beginner,Senior Marketing Analyst,0.42
9808,marketing,Domain Skill,Intermediate," Communications Manager, Artificial Intelligence, Google Cloud,  Head of US office,  Senior Mgr, Data Science,  Digital Analyst, Move In Coordinator, Youth Recreation Program Manager, 1.0 FTE, Smashbox - Manager, Consumer Engagement, Insights and Analytics, Leasing Consultant,  Leasing Consultant, Crop Consultant -Toppenish, WA, Community Consultant, Diversity Events Specialist, Talent Programs and Events",0.51
9809,marketing,Domain Skill,Beginner," Communications Manager, Artificial Intelligence, Google Cloud,  Head of US office,  Senior Mgr, Data Science,  Digital Analyst, Move In Coordinator, Youth Recreation Program Manager, 1.0 FTE, Smashbox - Manager, Consumer Engagement, Insights and Analytics, Leasing Consultant,  Leasing Consultant, Crop Consultant -Toppenish, WA, Community Consultant, Diversity Events Specialist, Talent Programs and Events",0.54
9810,marketing & sales fundamentals,Domain Skill,Intermediate, KIND Brand Ambassador - Mobile Team Captain - Detroit,0.57
9811,marketing analysis,Domain Skill,Beginner, Business Analyst,0.48
9812,marketing analyst,Domain Skill,Intermediate," On Campus - Entry Level Global Connected Consumer Experience -
Undergraduate TRACK",0.49
9813,marketing analytics,Domain Skill,Beginner,"Senior Marketing Analyst,  Business Analyst, Strategy & Analytics,  Marketing Data Analyst, Digital Media Analyst, Analytics Manager,  GDI&A Ford College Graduate Program - Former Interns Only,  Social Media Analyst",0.53
9814,marketing analytics,Domain Skill,Intermediate,"Senior Marketing Analyst,  Business Analyst, Strategy & Analytics,  Marketing Data Analyst, Digital Media Analyst, Analytics Manager,  GDI&A Ford College Graduate Program - Former Interns Only,  Social Media Analyst",0.44
9815,marketing and sales fundamentals,Domain Skill,Beginner, KIND Brand Ambassador - Detroit,0.45
9816,marketing automation,Domain Skill,Intermediate,Business Operations Analyst,0.44
9817,marketing automation platforms,Domain Skill,Intermediate, Manager Marketing Analytics,0.56
9818,marketing automation systems,Domain Skill,Intermediate, Salesforce Marketing Cloud Developer,0.48
9819,marketing automation tools,Domain Skill,Beginner," Manager, Site Analytics and Optimization",0.48
9820,marketing budget forecasting,Domain Skill,Intermediate, Advanced Statistical Modeler,0.57
9821,marketing campaign analysis,Domain Skill,Intermediate, MANAGER-MARKETING ANALYTICS,0.43
9822,marketing cloud solutions implementation,Hard Skill,Intermediate, Salesforce Marketing Cloud Developer,1.0
9823,marketing communication,Soft Skill,Intermediate,Global Social Content Lead,0.68
9824,marketing coordinator,Domain Skill,Beginner," On Campus - Entry Level Global Connected Consumer Experience -
Undergraduate TRACK",0.44
9825,marketing data analysis,Hard Skill,Intermediate," Marketing Data Analyst, Manager, Analytics",0.66
9826,marketing data analysis,Hard Skill,Intermediate," Marketing Data Analyst, Manager, Analytics",0.62
9827,marketing database management,Hard Skill,Beginner,Program Integration Manager,0.76
9828,marketing finance,Domain Skill,Beginner,Global Strategy Competitive Analysis Analyst,0.51
9829,marketing goals alignment,Domain Skill,Beginner,UX Strategist,0.59
9830,marketing knowledge,Domain Skill,Intermediate, Principal Big Data Engineer,0.44
9831,marketing metrics analysis,Domain Skill,Beginner, Chevrolet Global Business & Market Intelligence Senior Analyst,0.53
9832,marketing mix analysis,Domain Skill,Beginner,Digital Marketing Analyst,0.54
9833,marketing performance measurement,Domain Skill,Intermediate,Digital Marketing Analyst,0.41
9834,marketing practices,Domain Skill,Intermediate, Data Insights Manager,0.57
9835,marketing principles and tactics,Domain Skill,Intermediate,"Strategic Marketing Manager, Artificial Intelligence (AI)",0.51
9836,marketing projects,Domain Skill,Intermediate,Analytics Project Manager (SSS III) - Information Services,0.44
9837,marketing research analytics,Domain Skill,Intermediate,"Smashbox - Manager, Consumer Engagement, Insights and Analytics",0.44
9838,marketing science,Domain Skill,Intermediate,Data Scientist - Marketing,0.53
9839,marketing solutions,Domain Skill,Intermediate,"Business Analyst, In-bound & Out-bound Mail Services, Client Solutions Manager, Seattle",0.44
9840,marketing solutions,Domain Skill,Intermediate,"Business Analyst, In-bound & Out-bound Mail Services, Client Solutions Manager, Seattle",0.47
9841,marketing strategies,Domain Skill,Beginner," Program Manager, AVID for Higher Education",0.56
9842,marketing strategy,Domain Skill,Intermediate,"Analyst, Consumer Insights, Client Solutions Manager, Seattle,  Communications Consultant,  SVP, Business Integration",0.48
9843,marketing strategy development,Domain Skill,Intermediate," Marketing Specialist - All Levels,  DISTRICT MANAGER (PARKING)",0.41
9844,marketing strategy development,Domain Skill,Intermediate," Marketing Specialist - All Levels,  DISTRICT MANAGER (PARKING)",0.5
9845,marketing strategy execution,Domain Skill,Intermediate, General Manager,0.42
9846,marketing technologies,Domain Skill,Beginner, Channel Director,0.44
9847,marketing trends analysis,Domain Skill,Beginner, Sales Business Analyst,0.52
9848,marketo,Domain Skill,Beginner," Data & Reporting Engineer,  Marketing Data Architect",0.55
9849,marketo or other marketing automation tools,Domain Skill,Beginner,Business Operations Analyst,0.43
9850,markov chains,Domain Skill,Beginner, Data Scientist -Transit,0.56
9851,marshaling,Domain Skill,Beginner, Ground Operations Agent $15/hr,0.45
9852,martech/adtech platforms,Domain Skill,Intermediate," Manager, Data and Audience Activation",0.56
9853,mass communication systems,Soft Skill,Expert, Global Security Operations Center Analyst,0.61
9854,mass data analysis,Hard Skill,Intermediate,"systems analyst I, Starbucks Technology - Seattle, WA",0.65
9855,mass id theft regulation 201 cmr 17,Domain Skill,Beginner, Information Security & Privacy Associate Analyst,0.54
9856,massachusetts licensure in instructional technology or digital literacy & computer science,Domain Skill,Beginner," Instructional Technology Specialist (0.5 FTE), 1 Year Appointment, ICTS
Department",0.42
9857,master & reference data systems,Domain Skill,Beginner, MDM Developer,0.58
9858,master data,Domain Skill,Beginner, Data Delivery - Data Governance and Quality - Manager,0.44
9859,master data management,Soft Skill,Intermediate," Senior Big Data Engineer,  Data & Reporting Engineer, Master Data Business Analyst, Data Architect III, BI Solution Architect,  Salesforce Data Architect, Data Senior Architect (Mount Olive, NJ or Chicago, IL), Data Architect,  Manager, Master Data Management,  Shared Risk Platform Data Management Consultant (Analytic Cons 4),  Data Warehouse/Business Intelligence Developer, Business Intelligence Program Manager, Google Data Centers,  Sr Manager / Director, Data Engineering and Analytics, Master Data Management (MDM) Manager,  Manager Enterprise Data Architecture,  Senior Manager - Analytics and Data Warehousing",0.74
9860,master data management,Soft Skill,Intermediate," Senior Big Data Engineer,  Data & Reporting Engineer, Master Data Business Analyst, Data Architect III, BI Solution Architect,  Salesforce Data Architect, Data Senior Architect (Mount Olive, NJ or Chicago, IL), Data Architect,  Manager, Master Data Management,  Shared Risk Platform Data Management Consultant (Analytic Cons 4),  Data Warehouse/Business Intelligence Developer, Business Intelligence Program Manager, Google Data Centers,  Sr Manager / Director, Data Engineering and Analytics, Master Data Management (MDM) Manager,  Manager Enterprise Data Architecture,  Senior Manager - Analytics and Data Warehousing",0.73
9861,master data management (mdm),Soft Skill,Intermediate,"Analyst - Data Operations,  Master Data Systems Specialist Principal – PSJH, Data Analyst Modeler, VP,  Boston Data & Analytics Business Intelligence Manager",0.76
9862,master data management applications,Soft Skill,Intermediate,Sr. Manager Data Governance (AMGA627),0.77
9863,master data management tools,Soft Skill,Intermediate, Master Data Systems Specialist Principal – PSJH,0.7
9864,master data program governance,Domain Skill,Beginner, IT Director – Data and Analytics,0.44
9865,master service agreements,Domain Skill,Beginner,Contract Administrator,0.45
9866,master’s degree in related field,Domain Skill,Intermediate,Director,0.44
9867,material control,Domain Skill,Beginner,Supply Chain Specialist,0.42
9868,material handling,Domain Skill,Intermediate,Warehouse Associate II,0.59
9869,material handling equipment (mhe),Domain Skill,Intermediate,Senior Solutions Design Engineer,0.45
9870,material handling equipment operation,Domain Skill,Intermediate,Warehouse Worker,0.47
9871,material handling optimization,Domain Skill,Intermediate," Associate Director, Logistics",0.45
9872,material handling systems troubleshooting,Domain Skill,Intermediate,Technical Apprentice,0.42
9873,material planning and logistics,Domain Skill,Intermediate,Manufacturing Engineer (Re-Entry),0.47
9874,material quantity estimation,Domain Skill,Intermediate,Control Systems Engineer,0.49
9875,material requisitions,Domain Skill,Intermediate,Control Systems Engineer,0.42
9876,material return to stock,Domain Skill,Beginner, Fulfillment Coordinator,0.43
9877,material safety data sheets (msds),Domain Skill,Intermediate,Supply Technician (OA),0.56
9878,material specifications development,Domain Skill,Beginner," Engineer I, Technical",0.51
9879,material-ui,Domain Skill,Beginner,Full Stack Engineer,0.57
9880,materialized views,Domain Skill,Beginner,Data Warehouse/Business Intelligence,0.45
9881,materials expertise,Domain Skill,Intermediate,Heterogeneous Integration Technical Leader,0.41
9882,materials handling and storage,Domain Skill,Intermediate,Receiving Clerk,0.43
9883,materials planning,Domain Skill,Intermediate, Operations Program Management,0.55
9884,materials requirements planning (mrp) tools,Domain Skill,Intermediate, Inventory Planner,0.51
9885,math,Domain Skill,Intermediate, Machine Learning Engineer,0.48
9886,math and statistics,Domain Skill,Beginner,"Director, Data & Analytics",0.4
9887,math education,Domain Skill,Beginner,Lecturer in Mathematics and Statistics,0.41
9888,math skills,Domain Skill,Intermediate, Game Analytics Designer,0.4
9889,mathematica,Domain Skill,Beginner, Library Information Technology Support Specialist,0.56
9890,mathematical analysis,Domain Skill,Intermediate, DBHi Data Scientist I,0.41
9891,mathematical and statistical concepts,Domain Skill,Intermediate, Data Scientist,0.54
9892,mathematical and statistical skills,Domain Skill,Intermediate,Data Science/Machine Learning - Internship,0.4
9893,mathematical aptitude,Domain Skill,Intermediate, Data Scientist,0.47
9894,mathematical competency,Domain Skill,Intermediate,Sensory Technician,0.5
9895,mathematical concepts,Domain Skill,Beginner,Product Engineer (Web Applications),0.49
9896,mathematical concepts (probability,Domain Skill,Intermediate,Product Engineer (Web Applications),0.49
9897,mathematical derivation,Domain Skill,Intermediate,Controls and Automation Scientist,0.58
9898,mathematical modeling,Domain Skill,Beginner,"Data Scientist - TX, Data Scientist and Engineer, Early Career,  Data Scientist,  Data Scientist in Food Animal Biology and Production Systems, Data Scientist, Engineering,  Manager, Data Analysis, Senior Structuring and Data Science Analyst (315)",0.47
9899,mathematical principles,Domain Skill,Beginner,Service Consultant,0.44
9900,mathematical principles for target detection,Domain Skill,Beginner,Geospatial Analyst,0.55
9901,mathematical programming,Domain Skill,Intermediate,Enterprise Analytics - Data Scientist,0.59
9902,mathematical skills,Domain Skill,Intermediate,"Research Scientist, Machine Learning and Graphics",0.58
9903,mathematical-analytical mindset,Domain Skill,Intermediate,Customer Data Scientist,0.48
9904,mathematics,Domain Skill,Beginner," Sales Business Analyst, Basketball Data Analyst,  Saw Operator – 1st Shift, Manager, Products - Data Scientist,  Senior Data Scientist, Investment Domain, Manager Advanced Analytics Job, Research Scientist, Machine Learning and Graphics,  Program Officer, Maternal, Neonatal and Child Health Discovery & Tools, Actuarial Assistant, Actuarial Analyst- Exam, Lecturer in Mathematics and Statistics",0.54
9905,mathematics,Domain Skill,Intermediate," Sales Business Analyst, Basketball Data Analyst,  Saw Operator – 1st Shift, Manager, Products - Data Scientist,  Senior Data Scientist, Investment Domain, Manager Advanced Analytics Job, Research Scientist, Machine Learning and Graphics,  Program Officer, Maternal, Neonatal and Child Health Discovery & Tools, Actuarial Assistant, Actuarial Analyst- Exam, Lecturer in Mathematics and Statistics",0.45
9906,mathematics content knowledge,Domain Skill,Beginner, Coordinator,0.6
9907,mathematics fundamentals (linear algebra,Domain Skill,Intermediate,Software Developer - Machine Learning,0.47
9908,mathematics principles,Domain Skill,Intermediate, Rating & Underwriting Analyst I,0.56
9909,mathematics/statistics,Domain Skill,Beginner, Big Data Engineer,0.49
9910,mathworks toolset,Domain Skill,Beginner,SYSTEMS ARCHITECT,0.52
9911,matlab,Domain Skill,Beginner," Student Research Collaboration, Director - Artificial Intelligence (AI) Offering Lead,  Software Developer 1 - Autonomy, Autopilot Internship/Co-Op (Fall 2018), Autumn Engineering Analyst,  Quantitative Business Analyst, Trust and Safety, YouTube,  3D Graphic Designer,  Survey Data Analyst, Data Science Engineer, Data Science Engineer ∞ (Maplewood, MN),  Data Engineer,  Data Scientist (EG),  Data & Applied Scientist 2, Data Scientist, Engineering, Clinical Database Analyst / SQL Developer,  Data Scientist,  Data Designer,  Principal Data Scientist, Senior Process Modeling Engineer, Warehousing & Logistics, Data Science Manager, Analytics (Ads), Data Science Manager, Analytics Ads & Business Platform,  D3- Sr. NLP Deep Learning Data Scientist,  2019 GDI&A Summer Intern,  Clinical Database Analyst / Reports Writer (MCC-CISS), Post-Doctoral Associate, Scientific Programmer/Data Scientist (Researcher 3), Machine Learning Researcher,  Research Scientist II, Analyst, Baseball Operations",0.55
9912,matlab scripting,Domain Skill,Intermediate," Autonomous Driving Algorithm Engineer, Engineering Intern - Powertrain E/E & Projects",0.57
9913,matlab),Domain Skill,Beginner," Systems Engineer Data Scientist, Business Intelligence Analyst w/ SQL & AWS,  Product Analyst, Data Science,  Data Engineer II,  Data Scientist, Analytics - Ads Foundations,  Data Engineer - Alexa Information Experience,  Data Scientist - Machine Learning,  GDI&A Ford College Graduate Program - Former Interns Only",0.57
9914,matlab/octave),Domain Skill,Intermediate,Basketball Data Analyst,0.5
9915,matplotlib,Domain Skill,Beginner," Data Engineer II,  Data Scientist, Data Science Generalist, Sr. Machine Learning Researcher - Computer Vision",0.46
9916,maven,Domain Skill,Intermediate,"Software Engineer- Java/Big Data,  Remote Hortonworks/Big Data Developer- Big Data Engineer, Cloud Native Application Architect,  Data Analytics & Solutions Manager, Java Full-Stack Engineer,  Microservices Developer, Full Stack Java Developer, Front-End Focused, Microservices Developer",0.45
9917,maya,Domain Skill,Intermediate, 3D Graphic Designer,0.51
9918,mcafee antivirus applications,Domain Skill,Beginner, IT Systems Administrator,0.58
9919,mcafee epo administration experience,Domain Skill,Beginner, Info Security Analyst III,0.53
9920,mcafee products: virusscan enterprise,Domain Skill,Beginner, Professional Services Consultant - Network,0.51
9921,mcmc sampling,Domain Skill,Intermediate,Machine Learning Research Scientist,0.44
9922,mcsa: windows server,Domain Skill,Beginner,Server Administrator,0.45
9923,mcse certification,Domain Skill,Intermediate, Director of Technology Centers,0.5
9924,mdm,Domain Skill,Beginner,"Strategic Architect, Professional Services",0.49
9925,mdm (master data management),Soft Skill,Intermediate, Business Analyst_MDM,0.64
9926,mdm and governance platforms,Domain Skill,Beginner,Modern Data Platform Architect,0.49
9927,mdm cloud,Hard Skill,Intermediate, MDM Developer,0.99
9928,mdm hub console,Domain Skill,Intermediate, MDM Developer,0.42
9929,mdm hub performance optimization,Domain Skill,Intermediate, MDM Developer,0.59
9930,mdm integration,Domain Skill,Intermediate, MDM Developer,0.53
9931,mdm tools (siperian/informatica mdm,Domain Skill,Beginner, Master Data Systems Specialist Principal – PSJH,0.4
9932,mdot specifications,Domain Skill,Beginner, Office Technician,0.5
9933,mdx,Domain Skill,Beginner," Sr. Manufacturing Business Intelligence/FP&A Analyst, Finance",0.55
9934,measurement,Domain Skill,Beginner," Consultant - Analytics Consulting,  VP, League-Wide Data & Analytics,  Supervisor, Quality Program Analytics,  Researcher 5",0.52
9935,measurement & reporting,Domain Skill,Beginner,Risk Analyst - Social Media,0.56
9936,measurement and analysis practices,Domain Skill,Beginner," Manager, UX Research & Analytics",0.5
9937,measurement and management of indicators,Soft Skill,Beginner, QA Specialist,0.73
9938,measurement and statistics,Domain Skill,Intermediate," Product Analyst, Data Science",0.59
9939,measurement devices,Domain Skill,Beginner, Switchgear Assembler/Wireperson,0.48
9940,measurement framework development,Domain Skill,Beginner, Marketing Data Analyst,0.48
9941,measurement metrics,Domain Skill,Beginner,"Client Solutions Manager, Seattle",0.51
9942,measurement of success metrics,Domain Skill,Beginner,Teacher Innovation Lead - East,0.45
9943,measurement plans,Domain Skill,Beginner," SVP, Business Integration",0.5
9944,measurement systems establishment,Domain Skill,Intermediate,Site Quality Manager,0.44
9945,mechanical and electrical repairs,Domain Skill,Intermediate,Technical Apprentice,0.59
9946,mechanical and water system utilization analysis,Domain Skill,Beginner, Data Center Facility Operations Chemical Engineer,0.53
9947,mechanical assembly,Domain Skill,Intermediate,Associate Technician Production Operations,0.46
9948,mechanical devices,Domain Skill,Beginner,Staff Engineer,0.48
9949,mechanical engineering,Domain Skill,Beginner," Mechanical Engineer II,  PH-R&D Imagineer -Technical Project Coordinator, Manufacturing Engineer,  Data Center Systems Architect,  Hardware Engineer, Data Center Connectivity, Manufacturing Engineer (Re-Entry),  ENVIRONMENTAL SCIENTIST 2 - PERMIT WRITER,  Technical Sales Support--San Jose",0.58
9950,mechanical engineering,Domain Skill,Intermediate," Mechanical Engineer II,  PH-R&D Imagineer -Technical Project Coordinator, Manufacturing Engineer,  Data Center Systems Architect,  Hardware Engineer, Data Center Connectivity, Manufacturing Engineer (Re-Entry),  ENVIRONMENTAL SCIENTIST 2 - PERMIT WRITER,  Technical Sales Support--San Jose",0.51
9951,mechanical equipment quality,Domain Skill,Intermediate," Manager, Manufacturing Quality Engineering",0.42
9952,mechanical power transmissions,Domain Skill,Beginner,Assistant Chief Bldg Engineer (Data Center) 2nd Shift,0.58
9953,mechanical systems,Domain Skill,Intermediate,Assistant Chief Bldg Engineer (Data Center) 2nd Shift,0.43
9954,mechanical work capabilities,Domain Skill,Beginner, Distribution Technician,0.48
9955,mechanism design,Domain Skill,Intermediate,Quantitative Analyst,0.47
9956,medcredentials,Domain Skill,Intermediate,Database Specialist - Med Staff - North Phoenix,0.6
9957,meddra/who-drug coding,Domain Skill,Beginner, Clinical Data Manager III,0.47
9958,media,Domain Skill,Intermediate," Communications Manager, Artificial Intelligence, Google Cloud",0.45
9959,media buying,Domain Skill,Intermediate," SVP, Business Integration",0.49
